"Computer date","Tree ID","Date","Maple Species","Latitude","Longitude","Concrete","Habitat","Shade","Tree Circumference_in","Damage","Other Comments","Leaf Color","Leaves Dropping","Fruit","C16-D"
"10/19/2015 - 12:50pm",37,"10/19/2015","Sugar Maple",44.611433,-75.169584,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",7,"","","Late:  Most or all leaves have turned color (more than 90%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 12:52pm",38,"10/19/2015","Sugar Maple",44.611188,-75.169001,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",14,"none ","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 12:49pm",40,"10/19/2015","Sugar Maple",44.610247,-75.169787,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",26,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 12:53pm",41,"10/19/2015","Sugar Maple",44.608917,-75.121201,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",27,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 12:53pm",41,"10/19/2015","Sugar Maple",44.608917,-75.121201,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",27,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 12:50pm",42,"10/19/2015","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",38,"moss, tee branch loss","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)","1015104:00:00"
"10/19/2015 - 8:32am",,"10/19/2015","Sugar Maple",44.61138,-75.169582,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",46,"limbs and branches missing ","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 12:51pm",35,"10/19/2015","Sugar Maple",44.611436,-75.16954,"No","Other","Partially Shaded (2-5hr per day of direct sun)",37,"","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 2:09pm",48,"10/19/2015","Sugar Maple",44.605362,-75.167645,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",104,"spots on leaves","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 8:38am",1,"10/19/2015","Sugar Maple",44.611187,-75.169034,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",33,"broken branches/moss at bottom","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 8:31am",9,"10/19/2015","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",9,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 10:49am",19,"10/19/2015","Sugar Maple",44.61146,-75.169603,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",17,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 10:49am",24,"10/19/2015","Sugar Maple",44.611412,-75.169456,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",4,"One branch is broken off.","Our tree name is James","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 11:34am",26,"10/19/2015","Sugar Maple",44.611453,-75.169593,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",8,"no","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 12:53pm",39,"10/19/2015","Sugar Maple",44.611431,-75.169531,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",39,"","name BOB","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 12:50pm",43,"10/19/2015","Sugar Maple",44.611236,-76.16903,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",4,"some insect damage","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 8:39am",,"10/19/2015","Sugar Maple",44.61138,-75.169582,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",34,"broken branches","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/19/2015 - 12:52pm",44,"10/19/2015","Sugar Maple",44.611459,-75.16959,"No","Other","Shaded (less than 2hr per day of direct sun)",20,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015104:00:00"
"10/22/2015 - 10:32am",50,"10/22/2015","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",10,"Scars,larva","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:30am",61,"10/22/2015","Red Maple",44.558055,-90.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",18,"a lot of gashes","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:33am",61,"10/22/2015","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",18,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:33am",61,"10/22/2015","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",18,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:32am",62,"10/22/2015","Silver Maple",44.558055,-74.94745,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,"Scars","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:31am",63,"10/22/2015","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:31am",63,"10/22/2015","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:31am",63,"10/22/2015","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,"Scars most on bark, moss","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:31am",65,"10/22/2015","Red Maple",44.556055,-74.944965,"Yes","School lawn","Open (more than 5hr per day of direct sun)",33,"scars ","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/06/2015 - 10:31am",66,"10/22/2015","Sugar Maple",47.558055,-74.94765,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,"Cuts and fallen tree limbs likens ","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:32am",67,"10/22/2015","Silver Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",30,"30 scares","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:32am",67,"10/22/2015","Silver Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",30,"30 scares","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:33am",67,"10/22/2015","Silver Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,"28 to 30 scars","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 9:52am",,"10/22/2015","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:31am",,"10/22/2015","Silver Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,"Scars lots of them","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:34am",,"10/22/2015","Silver Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",32,"scraches and moss","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 10:34am",,"10/22/2015","Silver Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",32,"scraches and moss","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/22/2015 - 1:01pm",,"10/22/2015","Sugar Maple",44.60486,-75.168193,"Yes","School lawn","Open (more than 5hr per day of direct sun)",71,"bark missing, holes possibly from a woodpecker, small holes possibly from bugs","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/06/2015 - 10:29am",65,"10/22/2015","Red Maple",44.558055,-74.947465,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",35,"Scar","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"10/02/2015 - 11:09am",,"10/22/2015","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",,"heathy","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015176:00:00"
"09/14/2015 - 2:20pm",,"10/23/2015","Sugar Maple",44.166676,-75.048391,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",11,"leaves have holes and the tree has white spots and also the tree has a dead top","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015200:00:00"
"10/13/2013 - 9:14pm",,"10/23/2015","",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015200:00:00"
"10/02/2015 - 1:48pm",,"10/23/2015","Red Maple",44.166678,-75.048459,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",23,"fallens branch(s)","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015200:00:00"
"09/14/2015 - 2:14pm",,"10/23/2015","Sugar Maple",44.16616,-75.047932,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",18,"a little bit of moss lots of knots on the tree","none","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Middle:  Many fruits are ripe","1015200:00:00"
"10/23/2015 - 2:13pm",,"10/23/2015","Sugar Maple",44.166564,-75.048321,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",19,"","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","Early:  Only a few ripe fruits are visible (less than 10%)","1015200:00:00"
"10/26/2015 - 2:34pm",,"10/26/2015","Sugar Maple",44.372685,-75.242565,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",7,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015272:00:00"
"10/26/2015 - 11:03am",,"10/26/2015","Silver Maple",44.371829,-75.243672,"Yes","School lawn","Open (more than 5hr per day of direct sun)",17,"healthy","Our tree is a sapling","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015272:00:00"
"10/14/2015 - 2:29pm",,"10/26/2015","Silver Maple",44.371701,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",16,"","moss around bottom","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015272:00:00"
"10/26/2015 - 12:51pm",,"10/26/2015","Silver Maple",44.37165,-75.243362,"Yes","School paved area","Open (more than 5hr per day of direct sun)",17,"none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015272:00:00"
"10/26/2015 - 12:51pm",,"10/26/2015","Sugar Maple",44.371619,-75.243402,"Yes","School paved area","Open (more than 5hr per day of direct sun)",16,"Damaged trunk","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015272:00:00"
"10/26/2015 - 10:54am",,"10/26/2015","Silver Maple",44.415188,-75.2922,"Yes","Home lawn","Partially Shaded (2-5hr per day of direct sun)",57,"healthy","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015272:00:00"
"10/26/2015 - 2:33pm",,"10/26/2015","Red Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",7,"Healthy ","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015272:00:00"
"10/14/2015 - 11:00am",,"10/26/2015","Sugar Maple",44.372599,-75.242788,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",9,"","very tall","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015272:00:00"
"10/26/2015 - 10:54am",,"10/26/2015","Sugar Maple",43.3727,-75.2426,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",7,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)","1015272:00:00"
"10/26/2015 - 12:52pm",,"10/26/2015","Red Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015272:00:00"
"11/02/2015 - 10:55am",,"10/27/2015","Sugar Maple",44.591591,-75.163783,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",44,"None","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)","1015296:00:00"
"10/28/2015 - 8:34am",6,"10/28/2015","Sugar Maple",44.61138,-75.169582,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",47,"","tree splits has two trunks Tree 1 has a circumference of 11 Tree 2 has a circu","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 8:34am",1,"10/28/2015","Sugar Maple",44.611187,-75.169034,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",33,"broken branches, rotting branches, moss at bottom","tree splits has two trunks Tree 1 has a circumference of 11 Tree 2 has a circu","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 8:33am",2,"10/28/2015","Sugar Maple",44.61138,-75.169582,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",27,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 8:33am",4,"10/28/2015","Sugar Maple",44.61138,-75.169582,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",46,"limbs and branches missing","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 8:35am",8,"10/28/2015","Sugar Maple",44.61138,-75.169582,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",49,"moss","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 10:56am",14,"10/28/2015","Sugar Maple",44.611452,-75.169535,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",54,"broken limbs","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 10:58am",15,"10/28/2015","Sugar Maple",44.611452,-75.169535,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",42,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 10:58am",15,"10/28/2015","Sugar Maple",44.611452,-75.169535,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",42,"","no","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 10:58am",22,"10/28/2015","Sugar Maple",44.611465,-75.169554,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",21,"branches are missing","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 11:43am",25,"10/28/2015","Sugar Maple",44.611455,-75.169544,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",9,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 11:43am",25,"10/28/2015","Sugar Maple",44.611455,-75.169544,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",9,"","none","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 11:43am",34,"10/28/2015","Sugar Maple",44.611451,-75.169546,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",48,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 8:34am",7,"10/28/2015","Sugar Maple",44.61138,-75.169582,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",35,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 8:33am",9,"10/28/2015","Sugar Maple",44.6111,-75,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",9,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 8:32am",10,"10/28/2015","Sugar Maple",44.610246,-75.169679,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",31,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 8:34am",24,"10/28/2015","Sugar Maple",44.611412,-75.169456,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",4,"One branch is broken off.","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 10:58am",29,"10/28/2015","Sugar Maple",44.611203,-75.169027,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",12,"none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 11:45am",33,"10/28/2015","Sugar Maple",44.611735,-75.169559,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",24,"","Scratch- 4 1/2 inches long","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/28/2015 - 8:34am",,"10/28/2015","Sugar Maple",43.61138,-75.169582,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",34,"missing branches","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015320:00:00"
"10/29/2015 - 2:09pm",45,"10/29/2015","Silver Maple",44.605323,-75.16786,"Yes","School lawn","Open (more than 5hr per day of direct sun)",80,"black splotches ","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:08pm",46,"10/29/2015","Norway Maple",44.605492,-75.167624,"Yes","School lawn","Open (more than 5hr per day of direct sun)",119,"Fungus on leaves","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)","1015344:00:00"
"10/29/2015 - 2:07pm",49,"10/29/2015","Norway Maple",44.606267,-75.167331,"Yes","School lawn","Open (more than 5hr per day of direct sun)",70,"fungis on leaves","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",50,"10/29/2015","Norway Maple",44.60594,-75.16702,"Yes","School lawn","Open (more than 5hr per day of direct sun)",78,"fungus ","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:07pm",51,"10/29/2015","Sugar Maple",44.605511,-75.167999,"Yes","School lawn","Open (more than 5hr per day of direct sun)",71,"fungus, broken branches, and black spots","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:09pm",53,"10/29/2015","Norway Maple",44.605998,-75.167856,"Yes","School lawn","Open (more than 5hr per day of direct sun)",68,"no","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015344:00:00"
"10/29/2015 - 2:12pm",54,"10/29/2015","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1015344:00:00"
